block	pop	Singletons	Doubletons	MAC=3-5	MAC=6-10	MAC=11-20	MAC=21-MAF=0.5%	MAF=0.5%-1%	fun	rep	data
84	NFE	103	32.9999999999999	36	17	9	6	1	syn	.	gnomAD synonymous
85	NFE	311	86.0000000000002	102	46	24	36	6	syn	.	gnomAD synonymous
86	NFE	331	80	98.0000000000001	30	21	24	3	syn	.	gnomAD synonymous
87	NFE	227	64.9999999999998	48.9999999999999	19	22	20	0	syn	.	gnomAD synonymous
88	NFE	219	52	39.9999999999999	26	15	19	0	syn	.	gnomAD synonymous
89	NFE	57	16	24	3	4	3	1	syn	.	gnomAD synonymous
9	NFE	301	94.0000000000003	114	67.0000000000003	33	35	1	syn	.	gnomAD synonymous
90	NFE	210	60	64.0000000000001	22	10	16	1	syn	.	gnomAD synonymous
91	NFE	103	31	38.9999999999999	20	6.00000000000001	9	0	syn	.	gnomAD synonymous
93	NFE	80.0000000000001	34.0000000000001	23.0000000000001	8.00000000000001	4	6	0	syn	.	gnomAD synonymous
94	NFE	174	50.9999999999999	46.0000000000001	16	4.00000000000001	18	2	syn	.	gnomAD synonymous
95	NFE	376	114	136	61	50	53	4	syn	.	gnomAD synonymous
96	NFE	273	80.0000000000001	108	44	25	27	3	syn	.	gnomAD synonymous
97	NFE	226	86	80.0000000000002	39	20	27	6	syn	.	gnomAD synonymous
98	NFE	450	141	153	61	31	43	1	syn	.	gnomAD synonymous
99	NFE	421	108	133	60	41	43	3	syn	.	gnomAD synonymous
0	SAS	88.0000000000001	32	41	9.00000000000001	12	20	2	syn	.	gnomAD synonymous
1	SAS	129	34.0000000000001	39	18	9.00000000000001	14	6.99999999999999	syn	.	gnomAD synonymous
10	SAS	90	28	26	15	10	9	4.00000000000001	syn	.	gnomAD synonymous
100	SAS	250	57	57	38	18	24	4	syn	.	gnomAD synonymous
101	SAS	161	45	40.0000000000001	19	17	12	0.999999999999999	syn	.	gnomAD synonymous
102	SAS	166	31.9999999999999	31	22	11	18	2	syn	.	gnomAD synonymous
103	SAS	50	5	11	8	5	9.00000000000001	2	syn	.	gnomAD synonymous
104	SAS	53.9999999999999	27	19	8	4.99999999999999	6.00000000000001	0	syn	.	gnomAD synonymous
105	SAS	434	120	91.9999999999997	59	41	41	8.99999999999998	syn	.	gnomAD synonymous
106	SAS	432	96.9999999999999	110	38	49	30	11	syn	.	gnomAD synonymous
11	SAS	91.9999999999999	18	32	14	10	14	0	syn	.	gnomAD synonymous
12	SAS	84	31	23	15	6.00000000000001	8.99999999999999	1	syn	.	gnomAD synonymous
13	SAS	229	56.9999999999998	60	29	20	17	4	syn	.	gnomAD synonymous
14	SAS	314	75.9999999999999	90.0000000000003	40	29	42	7.00000000000001	syn	.	gnomAD synonymous
15	SAS	264	82.0000000000001	92.9999999999998	36	28	31	4	syn	.	gnomAD synonymous
16	SAS	290	91	72.9999999999999	59	35	31	5	syn	.	gnomAD synonymous
18	SAS	243	74.9999999999998	49.9999999999999	28	14	30	4.99999999999999	syn	.	gnomAD synonymous
19	SAS	180	60	49.9999999999999	23	16	27	6	syn	.	gnomAD synonymous
2	SAS	133	34	35.0000000000001	12	9	10	8	syn	.	gnomAD synonymous
20	SAS	123	39.9999999999999	39.9999999999999	8	12	7	0.999999999999999	syn	.	gnomAD synonymous
21	SAS	71	10	23	2	4	7	2	syn	.	gnomAD synonymous
22	SAS	77.9999999999999	17	25.9999999999999	8.00000000000001	3	10	1	syn	.	gnomAD synonymous
24	SAS	58	22	13	6.99999999999999	6.99999999999999	11	1	syn	.	gnomAD synonymous
25	SAS	233	65.0000000000002	51.9999999999999	19	20	20	5.00000000000002	syn	.	gnomAD synonymous
26	SAS	295	76.0000000000002	59	37	24	31	6	syn	.	gnomAD synonymous
27	SAS	204	56	50	30	14	23	2	syn	.	gnomAD synonymous
28	SAS	479	124	112	53	42	51	9.99999999999998	syn	.	gnomAD synonymous
29	SAS	107	28.0000000000001	28.0000000000001	14	11	15	5.99999999999999	syn	.	gnomAD synonymous
3	SAS	399	113	95.0000000000002	60	36	32	4	syn	.	gnomAD synonymous
30	SAS	221	68.9999999999999	54.0000000000002	24	20	34	7	syn	.	gnomAD synonymous
31	SAS	626	182	158.999999999999	74	47	69	17	syn	.	gnomAD synonymous
32	SAS	282	64.0000000000002	73.9999999999999	40	22	29	2	syn	.	gnomAD synonymous
33	SAS	493	144	117	66	36	61	7	syn	.	gnomAD synonymous
34	SAS	326	86.9999999999999	70.0000000000002	42	32	36	4	syn	.	gnomAD synonymous
35	SAS	60	14	17	6	7	6	1	syn	.	gnomAD synonymous
36	SAS	261	68.0000000000001	79	29	25	26	4	syn	.	gnomAD synonymous
37	SAS	174	67	49.9999999999999	21	13	17	8.00000000000001	syn	.	gnomAD synonymous
38	SAS	404	111	105	41	20	46	13	syn	.	gnomAD synonymous
39	SAS	185	51.9999999999999	49	22	16	18	3	syn	.	gnomAD synonymous
4	SAS	98	27	32.0000000000001	13	8.99999999999999	14	0.999999999999999	syn	.	gnomAD synonymous
40	SAS	203	56.0000000000001	46	17	19	17	5.00000000000002	syn	.	gnomAD synonymous
41	SAS	186	49.0000000000002	69.9999999999999	28	20	25	3	syn	.	gnomAD synonymous
42	SAS	357	124	66	39	25	35	12	syn	.	gnomAD synonymous
43	SAS	205	57.0000000000001	53.0000000000002	34	20	20	4.99999999999998	syn	.	gnomAD synonymous
44	SAS	283	75	81.9999999999999	32	22	30	3	syn	.	gnomAD synonymous
45	SAS	362	108	108	40	28	34	5	syn	.	gnomAD synonymous
46	SAS	450	99	99.9999999999997	44	31	41	7	syn	.	gnomAD synonymous
47	SAS	161	41.0000000000001	29.9999999999999	21	17	11	0	syn	.	gnomAD synonymous
48	SAS	147	35	45	21	19	16	3.99999999999999	syn	.	gnomAD synonymous
49	SAS	120	26.0000000000001	26.0000000000001	15	13	12	1	syn	.	gnomAD synonymous
5	SAS	297	73.9999999999999	73.0000000000002	39	25	33	4	syn	.	gnomAD synonymous
51	SAS	49	11	11	5	3	5	0.999999999999999	syn	.	gnomAD synonymous
52	SAS	49	15	12	4	4	10	0	syn	.	gnomAD synonymous
53	SAS	48	10	16	12	7	6	3	syn	.	gnomAD synonymous
54	SAS	67	13	7	5	2	3	1	syn	.	gnomAD synonymous
55	SAS	197	61	47.9999999999999	32	17	21	5	syn	.	gnomAD synonymous
56	SAS	55	14	21	3	5	8	2	syn	.	gnomAD synonymous
58	SAS	234	62.9999999999999	61	23	10	28	2	syn	.	gnomAD synonymous
59	SAS	147	47.9999999999999	38.9999999999999	25	15	17	3	syn	.	gnomAD synonymous
6	SAS	192	46.9999999999999	57.9999999999998	29	25	18	1	syn	.	gnomAD synonymous
60	SAS	489	135	110	60	36	40	9	syn	.	gnomAD synonymous
61	SAS	640	164.000000000001	146	61	43.0000000000001	61	13	syn	.	gnomAD synonymous
62	SAS	584	160.999999999999	128.000000000001	64	47	55	14	syn	.	gnomAD synonymous
63	SAS	490	131	157	56	47	67	16	syn	.	gnomAD synonymous
64	SAS	344	85.0000000000001	76	37	21	32	4	syn	.	gnomAD synonymous
65	SAS	304	76.0000000000001	83.9999999999998	33	20	42	8	syn	.	gnomAD synonymous
66	SAS	724.999999999999	166	156.000000000001	82	54	53	10	syn	.	gnomAD synonymous
67	SAS	299	77	79.0000000000002	43	21	35	6.00000000000001	syn	.	gnomAD synonymous
68	SAS	303	86.0000000000001	77.9999999999999	27	28	35	6.99999999999998	syn	.	gnomAD synonymous
69	SAS	105	33.0000000000001	26.0000000000001	8.99999999999999	16	8.99999999999999	1	syn	.	gnomAD synonymous
7	SAS	326	99.9999999999998	96.9999999999998	35	23	41	3	syn	.	gnomAD synonymous
70	SAS	153	53	34.9999999999999	16	10	25	2	syn	.	gnomAD synonymous
71	SAS	524	146	129	71	41	55	9	syn	.	gnomAD synonymous
72	SAS	99.9999999999999	24.9999999999999	21.9999999999999	12	6.99999999999999	15	0	syn	.	gnomAD synonymous
73	SAS	194	54.9999999999999	41.0000000000001	21	14	21	0	syn	.	gnomAD synonymous
74	SAS	262	78.9999999999999	78.0000000000002	30	27	28	7.00000000000002	syn	.	gnomAD synonymous
75	SAS	227	61.0000000000002	46.0000000000001	25	28	30	4	syn	.	gnomAD synonymous
76	SAS	240	80.9999999999998	58.0000000000001	33	20	22	3	syn	.	gnomAD synonymous
77	SAS	228	56.9999999999998	48.9999999999998	29	20	33	3	syn	.	gnomAD synonymous
78	SAS	288	74	64.9999999999998	30	21	26	9.00000000000002	syn	.	gnomAD synonymous
79	SAS	423	131	104	57	36	59	9.00000000000004	syn	.	gnomAD synonymous
80	SAS	231	76	60.0000000000002	32	18	22	3	syn	.	gnomAD synonymous
81	SAS	176	54	42	25	16	30	3.99999999999998	syn	.	gnomAD synonymous
82	SAS	77	21	17	10	6	14	1	syn	.	gnomAD synonymous
83	SAS	46	14	12	10	5	5	0	syn	.	gnomAD synonymous
84	SAS	65	20	15	10	5	2	1	syn	.	gnomAD synonymous
85	SAS	182	58	50.0000000000002	29	20	28	6.00000000000001	syn	.	gnomAD synonymous
86	SAS	173	37.0000000000001	35.0000000000001	24	12	18	3	syn	.	gnomAD synonymous
87	SAS	115	31	31	15	4	9	0	syn	.	gnomAD synonymous
88	SAS	108	27	19	16	6	16	1	syn	.	gnomAD synonymous
89	SAS	28	12	6	2	0	2	0	syn	.	gnomAD synonymous
9	SAS	169	49.9999999999999	51.9999999999999	33	17	31	0.999999999999999	syn	.	gnomAD synonymous
90	SAS	106	25.9999999999999	21.9999999999999	13	10	16	4	syn	.	gnomAD synonymous
91	SAS	61	15	18	7	1	7	0	syn	.	gnomAD synonymous
93	SAS	51	19	12	11	1	2	1	syn	.	gnomAD synonymous
94	SAS	99	29	24.9999999999999	8	7	9.99999999999999	0	syn	.	gnomAD synonymous
95	SAS	206	64.0000000000001	60.0000000000001	32	18	29	6.00000000000001	syn	.	gnomAD synonymous
96	SAS	159	46	44	22	12	21	2	syn	.	gnomAD synonymous
97	SAS	95	37	57.0000000000001	26	13	20	2.99999999999999	syn	.	gnomAD synonymous
98	SAS	228	60.0000000000002	84.0000000000002	24	22	20	4.99999999999998	syn	.	gnomAD synonymous
99	SAS	259	80	57.9999999999998	29	21	15	2	syn	.	gnomAD synonymous
